요양기관명,진료과목코드,진료과목코드명,과목별 전문의수,선택진료 의사수
풍성한치과의원,51,치과보철과,0,0
풍성한치과의원,55,치과보존과,0,0
하나삼성의원,1,내과,0,0
하나삼성의원,4,외과,0,0
하나삼성의원,5,정형외과,0,0
하나삼성의원,11,소아청소년과,0,0
하나삼성의원,13,이비인후과,0,0
하나삼성의원,14,피부과,0,0
하영욱정형외과의원,4,외과,0,0
하영욱정형외과의원,5,정형외과,1,0
하영욱정형외과의원,6,신경외과,0,0
하영욱정형외과의원,9,마취통증의학과,0,0
하영욱정형외과의원,21,재활의학과,0,0
한마음치과의원,50,구강악안면외과,0,0
한마음치과의원,51,치과보철과,0,0
한마음치과의원,53,소아치과,0,0
한마음치과의원,54,치주과,0,0
한마음치과의원,55,치과보존과,0,0
한마음치과의원,59,예방치과,0,0
행복한세상의원,1,내과,0,0
행복한세상의원,4,외과,0,0
행복한세상의원,5,정형외과,0,0
행복한세상의원,13,이비인후과,0,0
행복한세상의원,14,피부과,0,0
행복한세상의원,15,비뇨의학과,0,0
허남근소아과의원,11,소아청소년과,1,0
허찬욱이비인후과의원,12,안과,0,0
허찬욱이비인후과의원,13,이비인후과,1,0
허찬욱이비인후과의원,19,진단검사의학과,0,0
허찬욱이비인후과의원,23,가정의학과,0,0
현대치과의원,50,구강악안면외과,0,0
현대치과의원,51,치과보철과,0,0
현대치과의원,53,소아치과,0,0
현대치과의원,54,치주과,0,0
현대치과의원,55,치과보존과,0,0
현대치과의원,56,구강내과,0,0
현대치과의원,57,영상치의학과,0,0
현대치과의원,59,예방치과,0,0
현대한의원,80,한방내과,0,0
현대한의원,85,침구과,0,0
혜민서한의원,80,한방내과,0,0
혜민서한의원,81,한방부인과,0,0
혜민서한의원,82,한방소아과,0,0
혜민서한의원,83,한방안·이비인후·피부과,0,0
혜민서한의원,84,한방신경정신과,0,0
혜민서한의원,85,침구과,0,0
혜민서한의원,86,한방재활의학과,0,0
혜민서한의원,87,사상체질과,0,0
황치과의원,51,치과보철과,0,0
황치과의원,54,치주과,0,0
황치과의원,55,치과보존과,0,0
